,DBA,CVLEGEND,B1_FULL_ADDRESS,Lat,Lon
3666,THEFT MISD. (UNDER $950),LARCENY,2800 SHATTUCK AVE,37.858525,-122.266906
2937,MISSING JUVENILE,MISSING PERSON,1500 PRINCE ST,37.851503,-122.278518
4155,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2000 ESSEX ST,37.853552,-122.268286
3802,BURGLARY AUTO,BURGLARY - VEHICLE,1200 FIFTH ST,37.880786,-122.303067
4056,DOMESTIC VIOLENCE,FAMILY OFFENSE,2100 HASTE ST,37.864908,-122.267289
437,THEFT MISD. (UNDER $950),LARCENY,1800 CHANNING WAY,37.864872,-122.274587
1042,BURGLARY AUTO,BURGLARY - VEHICLE,2400 FULTON ST,37.866037,-122.265618
1040,THEFT FELONY (OVER $950),LARCENY,1900 UNIVERSITY AVE,37.871544,-122.272714
1865,NARCOTICS,DRUG VIOLATION,PARKER STREET & FULTON ST,37.862456,-122.264851
2601,BURGLARY AUTO,BURGLARY - VEHICLE,2600 COLLEGE AVE,37.863598,-122.253693
1522,FRAUD/FORGERY,FRAUD,2800 FULTON ST,37.858759,-122.264112
1355,GUN/WEAPON,WEAPONS OFFENSE,700 GRAYSON ST,37.85444,-122.296619
2598,THEFT FELONY (OVER $950),LARCENY,2300 SHATTUCK AVE,37.867176,-122.267802
4510,VEHICLE STOLEN,MOTOR VEHICLE THEFT,1100 GLEN AVE,37.887747,-122.264514
654,THEFT MISD. (UNDER $950),LARCENY,900 UNIVERSITY AVE,37.868273,-122.295963
3528,VEHICLE STOLEN,MOTOR VEHICLE THEFT,1200 ALLSTON WAY,37.866724,-122.288804
1272,BURGLARY AUTO,BURGLARY - VEHICLE,NINTH STREET & DWIGHT WAY,37.860641,-122.291827
5283,THEFT FROM AUTO,LARCENY - FROM VEHICLE,1900 YOSEMITE RD,37.896432,-122.27843
259,ASSAULT/BATTERY MISD.,ASSAULT,2800 PARK ST,37.855964,-122.283114
5172,ROBBERY,ROBBERY,2200 SHATTUCK AVE,37.869363,-122.268028
1665,NARCOTICS,DRUG VIOLATION,2100 SEVENTH ST,37.866936,-122.296218
3700,ASSAULT/BATTERY FEL.,ASSAULT,DURANT AVENUE & BOWDITCH ST,37.868103,-122.25672
430,THEFT FROM AUTO,LARCENY - FROM VEHICLE,2000 FOURTH ST,37.867026,-122.299737
1612,THEFT MISD. (UNDER $950),LARCENY,2800 SHATTUCK AVE,37.858525,-122.266906
1589,IDENTITY THEFT,FRAUD,1600 FAIRVIEW ST,37.850001,-122.275963
3702,BURGLARY AUTO,BURGLARY - VEHICLE,1400 UNIVERSITY AVE,37.870054,-122.284263
2940,BURGLARY AUTO,BURGLARY - VEHICLE,2300 FOURTH ST,37.862844,-122.298368
3383,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,BERKELEY WAY & SACRAMENTO ST,37.871184,-122.281964
2915,IDENTITY THEFT,FRAUD,2600 COLLEGE AVE,37.863598,-122.253693
2559,THEFT FROM AUTO,LARCENY - FROM VEHICLE,2200 DWIGHT WAY,37.864238,-122.265263
2500,DISTURBANCE,DISORDERLY CONDUCT,2000 UNIVERSITY AVE,37.871828,-122.270516
2021,THEFT MISD. (UNDER $950),LARCENY,2000 SHATTUCK AVE,37.8719,-122.268389
174,THEFT MISD. (UNDER $950),LARCENY,2600 MABEL ST,37.859881,-122.285128
2939,THEFT MISD. (UNDER $950),LARCENY,1400 SHATTUCK AVE,37.881957,-122.269551
2958,THEFT MISD. (UNDER $950),LARCENY,900 OXFORD ST,37.891515,-122.270039
3162,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,2600 ASHBY AVE,37.856755,-122.255248
2846,DISTURBANCE,DISORDERLY CONDUCT,2000 SAN PABLO AVE,37.868845,-122.29214
2152,BURGLARY AUTO,BURGLARY - VEHICLE,100 SEAWALL DR,37.863611,-122.317566
1933,VEHICLE RECOVERED,RECOVERED VEHICLE,1300 CURTIS ST,37.880891,-122.290189
3160,THEFT MISD. (UNDER $950),LARCENY,2100 SHATTUCK AVE,37.871167,-122.268285
4981,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,2000 UNIVERSITY AVE,37.871828,-122.270516
2568,THEFT MISD. (UNDER $950),LARCENY,1800 SONOMA AVE,37.885752,-122.27805
1193,BURGLARY AUTO,BURGLARY - VEHICLE,800 OXFORD ST,37.892824,-122.272717
1278,MISSING ADULT,MISSING PERSON,2300 TELEGRAPH AVE,37.868714,-122.259189
1630,ASSAULT/BATTERY MISD.,ASSAULT,1500 OREGON ST,37.856078,-122.279311
4576,DISTURBANCE,DISORDERLY CONDUCT,1500 DWIGHT WAY,37.862202,-122.281026
5178,VEHICLE STOLEN,MOTOR VEHICLE THEFT,2200 GRANT ST,37.868355,-122.274953
3387,DOMESTIC VIOLENCE,FAMILY OFFENSE,2400 DURANT AVE,37.867513,-122.26127
1530,DISTURBANCE,DISORDERLY CONDUCT,1700 MARIN AVE,37.889507,-122.28167
1521,VANDALISM,VANDALISM,SOLANO AVENUE & COLUSA AVE,37.891368,-122.279257
2631,BURGLARY AUTO,BURGLARY - VEHICLE,2300 SHATTUCK AVE,37.867176,-122.267802
3789,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,1900 SHATTUCK AVE,37.873687,-122.268616
3781,THEFT MISD. (UNDER $950),LARCENY,2500 SAN PABLO AVE,37.861078,-122.289632
138,DISTURBANCE,DISORDERLY CONDUCT,1700 UNIVERSITY AVE,37.870948,-122.27733
5180,THEFT MISD. (UNDER $950),LARCENY,2500 TELEGRAPH AVE,37.865009,-122.258767
5118,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,1900 BERKELEY WAY,37.87247,-122.273021
106,IDENTITY THEFT,FRAUD,2000 HASTE ST,37.86456,-122.269954
1562,DISTURBANCE,DISORDERLY CONDUCT,HAROLD WAY & ALLSTON WAY,37.8692,-122.269308
4282,BURGLARY AUTO,BURGLARY - VEHICLE,HASTE STREET & FULTON ST,37.865141,-122.265441
1388,THEFT MISD. (UNDER $950),LARCENY,2700 BANCROFT WAY,37.869312,-122.254314
2049,ASSAULT/BATTERY MISD.,ASSAULT,TELEGRAPH AVENUE & DWIGHT WAY,37.865121,-122.258455
2038,THEFT FELONY (OVER $950),LARCENY,1700 UNIVERSITY AVE,37.870948,-122.27733
5069,BURGLARY AUTO,BURGLARY - VEHICLE,2300 CHANNING WAY,37.866327,-122.263359
56,THEFT MISD. (UNDER $950),LARCENY,2200 DWIGHT WAY,37.864238,-122.265263
3457,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2300 SACRAMENTO ST,37.865816,-122.281601
2717,ROBBERY,ROBBERY,1200 UNIVERSITY AVE,37.869385,-122.28953
2955,BURGLARY AUTO,BURGLARY - VEHICLE,1600 PRINCE ST,37.85177,-122.276489
46,GUN/WEAPON,WEAPONS OFFENSE,SEAWALL DRIVE & UNIVERSITY AVE,37.863045,-122.317348
3975,DOMESTIC VIOLENCE,FAMILY OFFENSE,1700 UNIVERSITY AVE,37.870948,-122.27733
4625,NARCOTICS,DRUG VIOLATION,UNIVERSITY AVENUE & SHATTUCK AVE,37.872106,-122.268405
2502,THEFT MISD. (UNDER $950),LARCENY,2500 DERBY ST,37.861573,-122.257452
2988,BRANDISHING,WEAPONS OFFENSE,1700 EIGHTH ST,37.872231,-122.29677
5221,THEFT MISD. (UNDER $950),LARCENY,1700 SONOMA AVE,37.886772,-122.282524
2994,ROBBERY,ROBBERY,DANA STREET & DURANT AVE,37.867513,-122.26127
2082,VANDALISM,VANDALISM,2700 CHANNING WAY,37.867491,-122.254054
1875,ROBBERY,ROBBERY,2300 PARKER ST,37.862763,-122.262639
3516,BURGLARY AUTO,BURGLARY - VEHICLE,200 UNIVERSITY AVE,37.865491,-122.310065
3599,THEFT MISD. (UNDER $950),LARCENY,2400 TELEGRAPH AVE,37.866761,-122.258779
1267,ASSAULT/BATTERY MISD.,ASSAULT,1500 UNIVERSITY AVE,37.870396,-122.281585
390,NARCOTICS,DRUG VIOLATION,CEDAR STREET & SAN PABLO AVE,37.875218,-122.294052
4435,BURGLARY AUTO,BURGLARY - VEHICLE,SHATTUCK AVENUE & DWIGHT WAY,37.863959,-122.267432
238,BURGLARY AUTO,BURGLARY - VEHICLE,2800 GRANT ST,37.857647,-122.273145
3543,VANDALISM,VANDALISM,SAN PABLO AVENUE & DWIGHT WAY,37.861107,-122.289485
2569,BURGLARY AUTO,BURGLARY - VEHICLE,100 SEAWALL DR,37.863611,-122.317566
2361,VEHICLE STOLEN,MOTOR VEHICLE THEFT,BANCROFT WAY & PIEDMONT AVE,37.869164,-122.252132
1897,ASSAULT/BATTERY MISD.,ASSAULT,SHATTUCK AVENUE & DWIGHT WAY,37.863959,-122.267432
4309,DISTURBANCE,DISORDERLY CONDUCT,2600 BANCROFT WAY,37.869031,-122.256611
5493,BRANDISHING,WEAPONS OFFENSE,1800 SAN PABLO AVE,37.871402,-122.292965
1650,THEFT MISD. (UNDER $950),LARCENY,2000 KITTREDGE ST,37.868204,-122.270054
9,DISTURBANCE,DISORDERLY CONDUCT,2100 SEVENTH ST,37.866936,-122.296218
609,VANDALISM,VANDALISM,1100 KEELER AVE,37.890651,-122.258331
3414,VANDALISM,VANDALISM,1800 OREGON ST,37.856869,-122.272977
2700,VANDALISM,VANDALISM,2700 MCGEE AVE,37.859259,-122.275787
2705,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,1700 ALLSTON WAY,37.868206,-122.277232
4242,VEHICLE STOLEN,MOTOR VEHICLE THEFT,2100 FOURTH ST,37.866253,-122.299483
1375,DOMESTIC VIOLENCE,FAMILY OFFENSE,SACRAMENTO STREET & OREGON ST,37.856023,-122.279683
1616,ROBBERY,ROBBERY,COLUSA AVENUE & TACOMA AVE,37.893213,-122.280436
1569,MISSING ADULT,MISSING PERSON,2400 FIFTH ST,37.861511,-122.29681
5205,VANDALISM,VANDALISM,GILMAN STREET & SIXTH ST,37.879363,-122.301341
674,ASSAULT/BATTERY MISD.,ASSAULT,2000 CENTER ST,37.869973,-122.270557
584,ROBBERY,ROBBERY,ROSE STREET & SACRAMENTO ST,37.878912,-122.282959
1819,VEHICLE STOLEN,MOTOR VEHICLE THEFT,2100 UNIVERSITY AVE,37.872175,-122.267835
3866,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,1500 WALNUT ST,37.880376,-122.268183
2726,DISTURBANCE,DISORDERLY CONDUCT,UNIVERSITY AVENUE & GRANT ST,37.871318,-122.275278
1127,VEHICLE STOLEN,MOTOR VEHICLE THEFT,1500 CARLETON ST,37.859614,-122.280268
5171,THEFT FROM AUTO,LARCENY - FROM VEHICLE,2200 MCKINLEY AVE,37.868595,-122.273835
440,FRAUD/FORGERY,FRAUD,1000 UNIVERSITY AVE,37.868641,-122.29415
2290,ROBBERY,ROBBERY,BLAKE STREET & MABEL ST,37.86077,-122.285323
4871,DISTURBANCE,DISORDERLY CONDUCT,SHATTUCK AVENUE & ALLSTON WAY,37.86939,-122.267883
5340,NARCOTICS,DRUG VIOLATION,1100 HEARST AVE,37.870417,-122.292485
4298,THEFT MISD. (UNDER $950),LARCENY,2900 TELEGRAPH AVE,37.857452,-122.259548
5436,THEFT MISD. (UNDER $950),LARCENY,2900 TELEGRAPH AVE,37.857452,-122.259548
4714,VANDALISM,VANDALISM,1800 SAN ANTONIO AVE,37.899976,-122.279605
1030,NARCOTICS,DRUG VIOLATION,1900 WARD ST,37.858856,-122.271592
3087,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,600 VISTAMONT AVE,37.902646,-122.264456
423,DOMESTIC VIOLENCE,FAMILY OFFENSE,UNIVERSITY AVENUE & SECOND ST,37.866981,-122.302083
3109,THEFT MISD. (UNDER $950),LARCENY,1500 VIRGINIA ST,37.874872,-122.282359
501,BURGLARY AUTO,BURGLARY - VEHICLE,1300 SAN PABLO AVE,37.880262,-122.295809
1473,BURGLARY AUTO,BURGLARY - VEHICLE,900 PARKER ST,37.858455,-122.293374
3985,THEFT MISD. (UNDER $950),LARCENY,2300 CHANNING WAY,37.866327,-122.263359
5361,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2400 ACTON ST,37.863157,-122.283185
5087,BURGLARY AUTO,BURGLARY - VEHICLE,2300 PIEDMONT AVE,37.869839,-122.252365
1954,IDENTITY THEFT,FRAUD,400 ARLINGTON AVE,37.902657,-122.277443
2341,THEFT MISD. (UNDER $950),LARCENY,300 ALVARADO RD,37.857463,-122.238032
2542,NARCOTICS,DRUG VIOLATION,ALLSTON WAY & EIGHTH ST,37.865703,-122.294633
1492,ASSAULT/BATTERY MISD.,ASSAULT,1000 UNIVERSITY AVE,37.868641,-122.29415
5182,FRAUD/FORGERY,FRAUD,1300 SAN PABLO AVE,37.880262,-122.295809
5435,BURGLARY AUTO,BURGLARY - VEHICLE,2100 SHATTUCK AVE,37.871167,-122.268285
4215,VANDALISM,VANDALISM,2300 MARIN AVE,37.893209,-122.267612
890,VEHICLE STOLEN,MOTOR VEHICLE THEFT,2400 HASTE ST,37.865849,-122.259977
246,THEFT MISD. (UNDER $950),LARCENY,2800 ADELINE ST,37.858079,-122.268016
1523,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,1600 SPRUCE ST,37.878864,-122.265718
1184,THEFT MISD. (UNDER $950),LARCENY,1500 LINCOLN ST,37.875796,-122.282477
5257,ASSAULT/BATTERY MISD.,ASSAULT,SHATTUCK AVENUE & UNIVERSITY AVE,37.872106,-122.268405
4341,ASSAULT/BATTERY MISD.,ASSAULT,COLLEGE AVENUE & RUSSELL ST,37.858483,-122.253191
63,BURGLARY AUTO,BURGLARY - VEHICLE,3000 RUSSELL ST,37.859,-122.244318
842,VANDALISM,VANDALISM,1800 MILVIA ST,37.874489,-122.271072
4334,BURGLARY AUTO,BURGLARY - VEHICLE,ELLSWORTH STREET & CHANNING WAY,37.866327,-122.263359
4385,ROBBERY,ROBBERY,1000 UNIVERSITY AVE,37.868641,-122.29415
3735,THEFT FELONY (OVER $950),LARCENY,1500 VIRGINIA ST,37.874872,-122.282359
1245,BURGLARY AUTO,BURGLARY - VEHICLE,2500 DWIGHT WAY,37.865134,-122.258331
364,IDENTITY THEFT,FRAUD,900 SAN BENITO RD,37.892152,-122.269211
1794,THEFT MISD. (UNDER $950),LARCENY,2300 DWIGHT WAY,37.864535,-122.262993
2979,ROBBERY,ROBBERY,FULTON STREET & DURANT AVE,37.866935,-122.265772
4496,VANDALISM,VANDALISM,2300 DWIGHT WAY,37.864535,-122.262993
5030,BURGLARY AUTO,BURGLARY - VEHICLE,BLAKE STREET & TELEGRAPH AVE,37.864173,-122.258616
184,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2500 REGENT ST,37.865202,-122.257795
2974,DISTURBANCE,DISORDERLY CONDUCT,CENTER STREET & SHATTUCK AVE,37.870346,-122.267796
1888,ARSON,ARSON,2000 CARLETON ST,37.860926,-122.269532
1675,THEFT MISD. (UNDER $950),LARCENY,2400 SHATTUCK AVE,37.865772,-122.267643
4095,VANDALISM,VANDALISM,2300 HASTE ST,37.865443,-122.263189
1932,DISTURBANCE,DISORDERLY CONDUCT,1900 FOURTH ST,37.868281,-122.300102
4146,THEFT MISD. (UNDER $950),LARCENY,2500 BANCROFT WAY,37.868722,-122.259123
5366,ROBBERY,ROBBERY,HASTE STREET & SHATTUCK AVE,37.864894,-122.267402
896,THEFT MISD. (UNDER $950),LARCENY,3300 CALIFORNIA ST,37.847838,-122.275741
256,DISTURBANCE,DISORDERLY CONDUCT,2400 TELEGRAPH AVE,37.866761,-122.258779
1642,FRAUD/FORGERY,FRAUD,1100 SAN PABLO AVE,37.88382,-122.296952
1712,BURGLARY AUTO,BURGLARY - VEHICLE,200 UNIVERSITY AVE,37.865491,-122.310065
5282,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2400 CARLETON ST,37.862189,-122.25991
4196,VEHICLE STOLEN,MOTOR VEHICLE THEFT,GILMAN STREET & W FRONTAGE RD,37.878024,-122.30798
626,THEFT MISD. (UNDER $950),LARCENY,1800 FOURTH ST,37.869944,-122.300636
2313,THEFT MISD. (UNDER $950),LARCENY,2400 SHATTUCK AVE,37.865772,-122.267643
956,BURGLARY AUTO,BURGLARY - VEHICLE,2300 DURANT AVE,37.867259,-122.26324
1587,NARCOTICS,DRUG VIOLATION,2400 SIXTH ST,37.861738,-122.295664
1156,ASSAULT/BATTERY MISD.,ASSAULT,2000 DWIGHT WAY,37.863679,-122.26963
1848,THEFT FELONY (OVER $950),LARCENY,2300 COLLEGE AVE,37.868957,-122.254552
302,VANDALISM,VANDALISM,2000 ALLSTON WAY,37.869096,-122.270137
994,BURGLARY AUTO,BURGLARY - VEHICLE,1921 FRANCISCO ST,37.875241,-122.27237
4660,BURGLARY AUTO,BURGLARY - VEHICLE,SAN PABLO AVENUE & WARD ST,37.856823,-122.288257
1017,NARCOTICS,DRUG VIOLATION,1900 CENTER ST,37.869685,-122.272804
2004,ASSAULT/BATTERY FEL.,ASSAULT,CHANNING WAY & BOWDITCH ST,37.867209,-122.256554
395,THEFT FELONY (OVER $950),LARCENY,1700 SAN PABLO AVE,37.87325,-122.293558
4440,DISTURBANCE,DISORDERLY CONDUCT,2700 HILLEGASS AVE,37.861672,-122.255992
4263,GUN/WEAPON,WEAPONS OFFENSE,RUSSELL STREET & STANTON ST,37.854787,-122.280118
3777,THEFT FELONY (OVER $950),LARCENY,1800 FOURTH ST,37.869944,-122.300636
2228,VEHICLE STOLEN,MOTOR VEHICLE THEFT,2800 BANCROFT WAY,37.869343,-122.250048
1432,BURGLARY AUTO,BURGLARY - VEHICLE,1300 NINTH ST,37.879708,-122.297995
1321,NARCOTICS,DRUG VIOLATION,2100 CENTER ST,37.870308,-122.26805
2202,DISTURBANCE,DISORDERLY CONDUCT,2300 SHATTUCK AVE,37.867176,-122.267802
782,BURGLARY AUTO,BURGLARY - VEHICLE,2400 DWIGHT WAY,37.864826,-122.260719
4861,DISTURBANCE,DISORDERLY CONDUCT,1900 SHATTUCK AVE,37.873687,-122.268616
3144,DISTURBANCE,DISORDERLY CONDUCT,SEVENTH STREET & DWIGHT WAY,37.860189,-122.294048
3856,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,COLLEGE AVENUE & BANCROFT WAY,37.869284,-122.254556
3821,BURGLARY AUTO,BURGLARY - VEHICLE,SHATTUCK AVENUE & CEDAR ST,37.878407,-122.26914
2928,FRAUD/FORGERY,FRAUD,1000 FRESNO AVE,37.888772,-122.277624
2481,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,1900 ADDISON ST,37.870639,-122.272468
736,DISTURBANCE,DISORDERLY CONDUCT,2800 SACRAMENTO ST,37.856792,-122.279845
1141,THEFT MISD. (UNDER $950),LARCENY,1411 DWIGHT WAY,37.861884,-122.283481
5270,ROBBERY,ROBBERY,DELAWARE STREET & SAN PABLO AVE,37.871689,-122.292898
2783,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,2300 PIEDMONT AVE,37.869839,-122.252365
43,MISSING ADULT,MISSING PERSON,1500 RUSSELL ST,37.8549,-122.27945
4886,THEFT FELONY (OVER $950),LARCENY,2800 ADELINE ST,37.858079,-122.268016
2014,ASSAULT/BATTERY MISD.,ASSAULT,TELEGRAPH AVENUE & BANCROFT WAY,37.868714,-122.259189
1566,BURGLARY AUTO,BURGLARY - VEHICLE,700 HEINZ AVE,37.852946,-122.294515
4919,THEFT MISD. (UNDER $950),LARCENY,2400 BANCROFT WAY,37.868447,-122.261268
289,VEHICLE STOLEN,MOTOR VEHICLE THEFT,SHATTUCK AVENUE & ESSEX ST,37.853816,-122.266313
130,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,2200 SHATTUCK AVE,37.869363,-122.268028
5311,SEXUAL ASSAULT FEL.,SEX CRIME,200 UNIVERSITY AVE,37.865491,-122.310065
4472,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,1100 GLEN AVE,37.887747,-122.264514
1896,BURGLARY AUTO,BURGLARY - VEHICLE,1500 SHATTUCK AVE,37.880227,-122.26936
5228,THEFT MISD. (UNDER $950),LARCENY,2000 SHATTUCK AVE,37.8719,-122.268389
1917,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,2300 SIXTH ST,37.86313,-122.29611
2399,IDENTITY THEFT,FRAUD,1300 SHATTUCK AVE,37.88362,-122.269734
1047,VEHICLE STOLEN,MOTOR VEHICLE THEFT,1600 CHANNING WAY,37.864333,-122.278792
2839,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2300 COLLEGE AVE,37.868957,-122.254552
997,BURGLARY AUTO,BURGLARY - VEHICLE,2100 MILVIA ST,37.870603,-122.270612
1000,DOMESTIC VIOLENCE,FAMILY OFFENSE,1900 OXFORD ST,37.873885,-122.266332
857,THEFT FROM AUTO,LARCENY - FROM VEHICLE,100 UNIVERSITY AVE,37.86331,-122.316113
1694,ASSAULT/BATTERY MISD.,ASSAULT,2600 MATHEWS ST,37.85959,-122.28701
895,ROBBERY,ROBBERY,HEARST AVENUE & CALIFORNIA ST,37.872435,-122.279988
3426,VANDALISM,VANDALISM,SHATTUCK AVENUE & ASHBY AVE,37.855293,-122.266502
2645,IDENTITY THEFT,FRAUD,1700 WARD ST,37.858392,-122.275421
5184,ASSAULT/BATTERY FEL.,ASSAULT,1600 EIGHTH ST,37.874177,-122.297365
3269,NARCOTICS,DRUG VIOLATION,1300 UNIVERSITY AVE,37.869764,-122.28655
4608,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,SIXTH STREET & CHANNING WAY,37.861738,-122.295664
3918,VANDALISM,VANDALISM,2800 SACRAMENTO ST,37.856792,-122.279845
3998,DISTURBANCE,DISORDERLY CONDUCT,1600 WOOLSEY ST,37.850899,-122.276174
496,THEFT FELONY (OVER $950),LARCENY,2400 HASTE ST,37.865849,-122.259977
1561,VANDALISM,VANDALISM,1200 UNIVERSITY AVE,37.869385,-122.28953
662,BURGLARY AUTO,BURGLARY - VEHICLE,2200 DWIGHT WAY,37.864238,-122.265263
5111,VANDALISM,VANDALISM,2200 FIFTH ST,37.864795,-122.297863
1925,DISTURBANCE,DISORDERLY CONDUCT,2200 SAN PABLO AVE,37.866231,-122.291299
4747,ROBBERY,ROBBERY,2200 SHATTUCK AVE,37.869363,-122.268028
680,BURGLARY AUTO,BURGLARY - VEHICLE,1700 SHATTUCK AVE,37.876307,-122.268923
2877,VANDALISM,VANDALISM,2500 BENVENUE AVE,37.865535,-122.255235
4117,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,SHATTUCK AVENUE & UNIVERSITY AVE,37.872106,-122.268405
1909,BURGLARY AUTO,BURGLARY - VEHICLE,VIRGINIA STREET & FOURTH ST,37.871883,-122.301255
3948,BURGLARY AUTO,BURGLARY - VEHICLE,DANA STREET & CHANNING WAY,37.866622,-122.26108
2618,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2500 COLLEGE AVE,37.865711,-122.25389
5096,FRAUD/FORGERY,FRAUD,800 INDIAN ROCK AVE,37.892875,-122.268748
1002,THEFT MISD. (UNDER $950),LARCENY,1000 GILMAN ST,37.88015,-122.297446
492,ASSAULT/BATTERY FEL.,ASSAULT,CHANNING WAY & ELLSWORTH ST,37.866327,-122.263359
3194,VANDALISM,VANDALISM,700 ALLSTON WAY,37.864703,-122.299654
1158,BURGLARY AUTO,BURGLARY - VEHICLE,3000 COLLEGE AVE,37.855925,-122.252939
2165,BURGLARY AUTO,BURGLARY - VEHICLE,2000 DWIGHT WAY,37.863679,-122.26963
2226,BURGLARY AUTO,BURGLARY - VEHICLE,1300 SAN PABLO AVE,37.880262,-122.295809
5082,THEFT MISD. (UNDER $950),LARCENY,2500 LE CONTE AVE,37.876965,-122.260544
469,DISTURBANCE,DISORDERLY CONDUCT,1400 SHATTUCK AVE,37.881957,-122.269551
851,DOMESTIC VIOLENCE,FAMILY OFFENSE,2300 TELEGRAPH AVE,37.868714,-122.259189
1151,ARSON,ARSON,1600 HOPKINS ST,37.882016,-122.281271
1142,DISTURBANCE,DISORDERLY CONDUCT,1100 DELAWARE ST,37.871689,-122.292898
3171,DISTURBANCE,DISORDERLY CONDUCT,TELEGRAPH AVENUE & CHANNING WAY,37.866919,-122.258812
4299,THEFT FROM AUTO,LARCENY - FROM VEHICLE,1000 VIRGINIA ST,37.872992,-122.295801
1463,THEFT FELONY (OVER $950),LARCENY,2700 SAN PABLO AVE,37.857743,-122.288545
2358,BURGLARY AUTO,BURGLARY - VEHICLE,OREGON STREET & MILVIA ST,37.857316,-122.269156
1766,THEFT FELONY (OVER $950),LARCENY,1900 SHATTUCK AVE,37.873687,-122.268616
975,SEXUAL ASSAULT MISD.,SEX CRIME,UNIVERSITY AVENUE & SACRAMENTO ST,37.870471,-122.281879
4852,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2300 PIEDMONT AVE,37.869839,-122.252365
4505,BURGLARY AUTO,BURGLARY - VEHICLE,2100 BERKELEY WAY,37.873201,-122.267444
4623,BURGLARY AUTO,BURGLARY - VEHICLE,100 UNIVERSITY AVE,37.86331,-122.316113
5323,ASSAULT/BATTERY FEL.,ASSAULT,1900 ASHBY AVE,37.854286,-122.271015
5414,ROBBERY,ROBBERY,2300 TELEGRAPH AVE,37.868714,-122.259189
5072,VANDALISM,VANDALISM,2700 ASHBY PL,37.85717,-122.252209
4755,BURGLARY AUTO,BURGLARY - VEHICLE,1200 UNIVERSITY AVE,37.869385,-122.28953
4897,BURGLARY AUTO,BURGLARY - VEHICLE,2700 MCGEE AVE,37.859259,-122.275787
4916,BURGLARY AUTO,BURGLARY - VEHICLE,3200 ELLIS ST,37.850367,-122.272807
5471,THEFT FELONY (OVER $950),LARCENY,1500 DERBY ST,37.858867,-122.278992
4811,THEFT MISD. (UNDER $950),LARCENY,2100 DWIGHT WAY,37.863977,-122.267307
4848,ROBBERY,ROBBERY,UNIVERSITY AVENUE & SHATTUCK AVE,37.872106,-122.268405
0,BURGLARY AUTO,BURGLARY - VEHICLE,2500 LE CONTE AVE,37.876965,-122.260544
373,BURGLARY AUTO,BURGLARY - VEHICLE,2700 WEBSTER ST,37.855798,-122.252707
2806,THEFT MISD. (UNDER $950),LARCENY,DANA STREET & DWIGHT WAY,37.864826,-122.260719
1140,ASSAULT/BATTERY MISD.,ASSAULT,3200 ADELINE ST,37.850345,-122.270911
2685,THEFT MISD. (UNDER $950),LARCENY,1300 GILMAN ST,37.881366,-122.289688
1443,THEFT MISD. (UNDER $950),LARCENY,1900 UNIVERSITY AVE,37.871544,-122.272714
2649,THEFT MISD. (UNDER $950),LARCENY,2800 ADELINE ST,37.858079,-122.268016
1563,THEFT FELONY (OVER $950),LARCENY,1970 UNIVERSITY AVE,37.87172,-122.271371
815,VANDALISM,VANDALISM,2800 SACRAMENTO ST,37.856792,-122.279845
107,ROBBERY,ROBBERY,1300 GLENDALE AVE,37.885525,-122.254405
183,DISTURBANCE,DISORDERLY CONDUCT,100 UNIVERSITY AVE,37.86331,-122.316113
727,THEFT MISD. (UNDER $950),LARCENY,2100 SHATTUCK AVE,37.871167,-122.268285
1764,VANDALISM,VANDALISM,2200 GRANT ST,37.868355,-122.274953
949,ASSAULT/BATTERY MISD.,ASSAULT,3200 ADELINE ST,37.850345,-122.270911
2440,BURGLARY AUTO,BURGLARY - VEHICLE,2100 ALLSTON WAY,37.86939,-122.267883
620,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,1700 SHATTUCK AVE,37.876307,-122.268923
3272,DISTURBANCE,DISORDERLY CONDUCT,2300 TELEGRAPH AVE,37.868714,-122.259189
